0	1.38052
1.03574	9.4171
1.02434	-4.40701
5.40134	0.9293
-0.241085	0.185978
-4.78877	-0.788505
2.33499	-1.61757
-8.62517	4.81031
-7.19876	0.373339
-7.75779	-1.3633
-6.3885	3.14159
9.06844	1.06915
-3.89751	0.175703
5.38208	1.23158
8.46628	5.87429
-1.96325	9.61397
8.32051	-2.07161
-4.18451	-4.13535
-5.04021	-6.9524
0.583608	0.507166
-6.60469	-7.09171
-7.91256	-1.85936
-5.87254	-4.69321
-4.50861	0.494418
7.33813	-0.955938
-4.70944	-9.35484
5.42139	1.07617
9.03564	-4.93432
-3.10947	0.577898
9.00878	-9.97718
-2.2681	-7.67271
2.02014	-7.21816
-8.36054	-9.63808
3.40215	-4.76048
4.60009	-4.94212
2.29636	-4.69698
2.05928	-6.95867
3.34204	5.45111
-8.09153	6.60866
-2.99151	6.5768
4.89191	-4.82794
-9.2913	6.52704
-0.057838	7.87931
1.62742	-6.94042
-5.96944	1.18726
-9.59842	-5.02148
6.8088	3.19312
1.16251	-1.47081
-3.79405	-1.76335
2.69236	-4.62074
-8.52208	3.70945
-7.9359	-5.10592
-4.39908	-6.73942
-8.98489	-1.29636
-0.974525	8.9342
1.21379	-4.65231
-4.13597	-9.66781
1.74755	-3.65158
9.84084	6.85593
-5.8318	5.60924
-7.30252	9.28844
7.44374	5.34528
7.62804	6.21427
-9.55686	9.134
-7.00083	4.85049
4.57332	7.14611
5.3924	0.578335
-4.78542	-2.80462
3.89586	8.39324
8.81163	3.10558
-0.803516	8.28094
-7.60575	-1.50091
9.33104	-5.90746
7.66133	8.41266
1.25762	0.563335
0.765835	-7.91744
6.51591	-9.64732
-4.20284	6.29181
7.2672	-6.51014
-9.05157	4.97719
-6.43205	1.32203
0.696455	-3.25331
8.53536	1.49914
2.57999	-9.09501
-6.14984	-7.4619
-1.68553	-2.71175
-0.313657	-0.700885
6.94139	3.97937
8.58612	-4.82469
6.33055	8.97342
7.97975	6.22489
8.4036	4.17836
-9.3617	-5.43902
2.2762	-8.48126
-8.61062	1.31171
5.6027	-6.56293
-4.91445	6.49491
-4.59897	8.19665
-0.325903	-0.275941
-4.17572	-7.38886
-6.01732	4.74549
-1.50485	-7.86658
-4.76539	-7.45936
3.87773	7.58089
-8.24809	0.35802
2.20423	-1.71431
3.87019	4.39171
0.640802	-2.73934
1.27173	-8.36529
-9.69669	3.46529
-2.32099	-8.60227
-5.88676	7.79797
-6.36574	6.92452
4.32827	1.67062
-9.83059	-2.42003
-0.0353158	2.03641
0.15409	7.18059
9.3462	-1.38121
3.00951	6.1222
3.10038	-1.77931
-0.134082	0.169988
4.74716	-5.4075
8.10086	2.91706
9.00501	-5.95868
6.86671	0.353247
2.59136	7.72136
8.01718	-9.10889
-8.93155	-1.11991
5.50975	4.43226
-4.5949	8.69822
9.85545	5.23722
-7.22967	-6.58425
3.53502	4.13753
-9.71903	-8.16061
1.79567	8.46174
8.318	2.2516
-0.632839	2.49458
-1.73092	3.05453
-2.0874	7.69826
-8.82963	-6.71685
1.43305	-9.80963
-4.23199	0.202166
7.28352	-3.94754
-9.03436	-5.17
-6.29691	-8.58723
-1.36005	8.28452
-0.602067	-1.92295
1.071	-0.772964
-1.03037	-7.49791
-5.56973	9.24717
4.46625	3.09919
8.74279	-2.07182
-0.528049	5.71281
-7.04262	6.94056
7.5177	6.22324
9.00883	-4.16691
7.60098	-7.00116
4.55982	3.83846
2.45438	-3.42481
-7.55381	-2.70402
-1.55356	5.75558
-5.2297	-5.64485
-1.28715	-9.72982
3.45606	1.50396
4.53636	8.31539
-6.46707	5.95059
9.71974	-9.80015
5.3388	3.50102
5.502	-9.90738
1.53083	6.34157
4.55004	-2.17118
6.87682	-2.83275
2.84587	2.88855
0.980732	3.14707
-3.53886	2.94608
-1.6866	-9.54178
9.79551	-4.21565
